,id,date,days_after_open,day_of_week,hours_after_open,drink_id,quantity,raining,study_area_id,location_name,dist_to_cafe,drink_name,order_sales
12472,12472,2019-11-12,113,Tue,3,0,1,No,0,Fisher Library (F03),70.0,Espresso,3.5
12473,12473,2019-11-12,113,Tue,3,11,1,No,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12474,12474,2019-11-12,113,Tue,4,5,1,No,0,Fisher Library (F03),70.0,Flat White (L),4.9
12475,12475,2019-11-12,113,Tue,4,9,1,No,4,Brennan MacCallum (A18),350.0,Cappuccino (L),4.9
12476,12476,2019-11-12,113,Tue,4,16,1,No,2,The Quarter (A16),400.0,Hot Chocolate (S),3.8
12477,12477,2019-11-12,113,Tue,4,0,1,NA,-1,,,Espresso,3.5
12478,12478,2019-11-12,113,Tue,4,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
12479,12479,2019-11-12,113,Tue,4,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
12480,12480,2019-11-12,113,Tue,4,1,1,No,1,Law Library (F10),84.0,Ristretto,3.3
12481,12481,2019-11-12,113,Tue,4,0,1,No,4,Brennan MacCallum (A18),350.0,Espresso,3.5
12482,12482,2019-11-12,113,Tue,4,8,1,No,0,Fisher Library (F03),70.0,Latte (S),4.0
12483,12483,2019-11-12,113,Tue,4,14,3,No,5,Carslaw (F07),150.0,Mocha (S),13.5
12484,12484,2019-11-12,113,Tue,4,7,1,No,2,The Quarter (A16),400.0,Latte (L),4.9
12485,12485,2019-11-12,113,Tue,4,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
12486,12486,2019-11-12,113,Tue,4,10,4,No,1,Law Library (F10),84.0,Cappuccino (S),16.0
12487,12487,2019-11-12,113,Tue,4,2,3,No,5,Carslaw (F07),150.0,Macchiato,11.399999999999999
12488,12488,2019-11-12,113,Tue,4,14,1,No,4,Brennan MacCallum (A18),350.0,Mocha (S),4.5
12489,12489,2019-11-12,113,Tue,4,10,1,No,1,Law Library (F10),84.0,Cappuccino (S),4.0
12490,12490,2019-11-12,113,Tue,4,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
12491,12491,2019-11-12,113,Tue,4,6,1,No,6,Peter Nicol Russell (PNR),950.0,Flat White (S),4.0
12492,12492,2019-11-12,113,Tue,4,16,1,No,6,Peter Nicol Russell (PNR),950.0,Hot Chocolate (S),3.8
12493,12493,2019-11-12,113,Tue,4,9,1,No,5,Carslaw (F07),150.0,Cappuccino (L),4.9
12494,12494,2019-11-12,113,Tue,4,10,2,No,2,The Quarter (A16),400.0,Cappuccino (S),8.0
12495,12495,2019-11-12,113,Tue,4,13,2,No,0,Fisher Library (F03),70.0,Mocha (L),10.8
12496,12496,2019-11-12,113,Tue,4,0,1,No,3,Abercrombie (H70),700.0,Espresso,3.5
12497,12497,2019-11-12,113,Tue,4,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
12498,12498,2019-11-12,113,Tue,4,1,1,No,5,Carslaw (F07),150.0,Ristretto,3.3
12499,12499,2019-11-12,113,Tue,4,5,1,No,1,Law Library (F10),84.0,Flat White (L),4.9
12500,12500,2019-11-12,113,Tue,4,10,3,No,5,Carslaw (F07),150.0,Cappuccino (S),12.0
12501,12501,2019-11-12,113,Tue,4,9,1,No,1,Law Library (F10),84.0,Cappuccino (L),4.9
12502,12502,2019-11-12,113,Tue,4,4,2,No,4,Brennan MacCallum (A18),350.0,Long Black (S),7.6
12503,12503,2019-11-12,113,Tue,4,9,1,No,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
12504,12504,2019-11-12,113,Tue,4,12,1,No,3,Abercrombie (H70),700.0,Chai Latte (S),3.6
12505,12505,2019-11-12,113,Tue,4,11,1,No,5,Carslaw (F07),150.0,Chai Latte (L),4.4
12506,12506,2019-11-12,113,Tue,4,8,2,No,5,Carslaw (F07),150.0,Latte (S),8.0
12507,12507,2019-11-12,113,Tue,4,1,1,No,0,Fisher Library (F03),70.0,Ristretto,3.3
12508,12508,2019-11-12,113,Tue,4,4,2,No,5,Carslaw (F07),150.0,Long Black (S),7.6
12509,12509,2019-11-12,113,Tue,4,1,1,No,1,Law Library (F10),84.0,Ristretto,3.3
12510,12510,2019-11-12,113,Tue,4,10,3,No,2,The Quarter (A16),400.0,Cappuccino (S),12.0
12511,12511,2019-11-12,113,Tue,4,12,1,No,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
12512,12512,2019-11-12,113,Tue,4,0,1,No,5,Carslaw (F07),150.0,Espresso,3.5
12513,12513,2019-11-12,113,Tue,4,6,1,No,5,Carslaw (F07),150.0,Flat White (S),4.0
12514,12514,2019-11-12,113,Tue,4,15,1,No,5,Carslaw (F07),150.0,Hot Chocolate (L),4.6
12515,12515,2019-11-12,113,Tue,4,1,1,No,0,Fisher Library (F03),70.0,Ristretto,3.3
12516,12516,2019-11-12,113,Tue,4,10,1,No,1,Law Library (F10),84.0,Cappuccino (S),4.0
12517,12517,2019-11-12,113,Tue,4,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
12518,12518,2019-11-12,113,Tue,4,8,1,No,1,Law Library (F10),84.0,Latte (S),4.0
12519,12519,2019-11-12,113,Tue,4,6,1,No,5,Carslaw (F07),150.0,Flat White (S),4.0
12520,12520,2019-11-12,113,Tue,4,3,1,No,0,Fisher Library (F03),70.0,Long Black (L),4.0
12521,12521,2019-11-12,113,Tue,4,13,1,No,3,Abercrombie (H70),700.0,Mocha (L),5.4
12522,12522,2019-11-12,113,Tue,4,13,1,No,0,Fisher Library (F03),70.0,Mocha (L),5.4
12523,12523,2019-11-12,113,Tue,4,11,1,No,4,Brennan MacCallum (A18),350.0,Chai Latte (L),4.4
12524,12524,2019-11-12,113,Tue,4,15,1,No,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
12525,12525,2019-11-12,113,Tue,4,0,1,No,1,Law Library (F10),84.0,Espresso,3.5
12526,12526,2019-11-12,113,Tue,4,11,1,No,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12527,12527,2019-11-12,113,Tue,5,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
12528,12528,2019-11-12,113,Tue,5,0,1,Yes,5,Carslaw (F07),150.0,Espresso,3.5
12529,12529,2019-11-12,113,Tue,5,0,2,Yes,0,Fisher Library (F03),70.0,Espresso,7.0
12530,12530,2019-11-12,113,Tue,5,2,1,Yes,1,Law Library (F10),84.0,Macchiato,3.8
12531,12531,2019-11-12,113,Tue,5,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
12532,12532,2019-11-12,113,Tue,5,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
12533,12533,2019-11-12,113,Tue,5,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
12534,12534,2019-11-12,113,Tue,5,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
12535,12535,2019-11-12,113,Tue,5,16,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
12536,12536,2019-11-12,113,Tue,5,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
12537,12537,2019-11-12,113,Tue,5,11,2,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),8.8
12538,12538,2019-11-12,113,Tue,5,7,1,Yes,0,Fisher Library (F03),70.0,Latte (L),4.9
12539,12539,2019-11-12,113,Tue,5,14,1,Yes,1,Law Library (F10),84.0,Mocha (S),4.5
12540,12540,2019-11-12,113,Tue,5,16,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
12541,12541,2019-11-12,113,Tue,5,0,3,Yes,1,Law Library (F10),84.0,Espresso,10.5
12542,12542,2019-11-12,113,Tue,5,10,1,Yes,1,Law Library (F10),84.0,Cappuccino (S),4.0
12543,12543,2019-11-12,113,Tue,5,4,1,Yes,1,Law Library (F10),84.0,Long Black (S),3.8
12544,12544,2019-11-12,113,Tue,5,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
12545,12545,2019-11-12,113,Tue,5,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
12546,12546,2019-11-12,113,Tue,5,2,1,Yes,1,Law Library (F10),84.0,Macchiato,3.8
12547,12547,2019-11-12,113,Tue,5,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12548,12548,2019-11-12,113,Tue,5,9,2,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),9.8
12549,12549,2019-11-12,113,Tue,5,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
12550,12550,2019-11-12,113,Tue,5,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
12551,12551,2019-11-12,113,Tue,5,13,3,Yes,0,Fisher Library (F03),70.0,Mocha (L),16.200000000000003
12552,12552,2019-11-12,113,Tue,5,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
12553,12553,2019-11-12,113,Tue,5,14,1,Yes,5,Carslaw (F07),150.0,Mocha (S),4.5
12554,12554,2019-11-12,113,Tue,5,8,1,Yes,0,Fisher Library (F03),70.0,Latte (S),4.0
12555,12555,2019-11-12,113,Tue,5,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
12556,12556,2019-11-12,113,Tue,5,14,1,Yes,1,Law Library (F10),84.0,Mocha (S),4.5
12557,12557,2019-11-12,113,Tue,5,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
12558,12558,2019-11-12,113,Tue,5,11,1,Yes,5,Carslaw (F07),150.0,Chai Latte (L),4.4
12559,12559,2019-11-12,113,Tue,5,4,1,Yes,0,Fisher Library (F03),70.0,Long Black (S),3.8
12560,12560,2019-11-12,113,Tue,5,9,2,Yes,1,Law Library (F10),84.0,Cappuccino (L),9.8
12561,12561,2019-11-12,113,Tue,5,16,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
12562,12562,2019-11-12,113,Tue,5,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12563,12563,2019-11-12,113,Tue,5,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
12564,12564,2019-11-12,113,Tue,5,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
12565,12565,2019-11-12,113,Tue,5,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
12566,12566,2019-11-13,114,Wed,0,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
12567,12567,2019-11-13,114,Wed,0,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
12568,12568,2019-11-13,114,Wed,0,16,1,NA,-1,,,Hot Chocolate (S),3.8
12569,12569,2019-11-13,114,Wed,0,7,1,No,5,Carslaw (F07),150.0,Latte (L),4.9
12570,12570,2019-11-13,114,Wed,0,0,1,No,6,Peter Nicol Russell (PNR),950.0,Espresso,3.5
12571,12571,2019-11-13,114,Wed,0,1,1,No,4,Brennan MacCallum (A18),350.0,Ristretto,3.3
12572,12572,2019-11-13,114,Wed,0,2,1,No,2,The Quarter (A16),400.0,Macchiato,3.8
12573,12573,2019-11-13,114,Wed,0,0,1,No,2,The Quarter (A16),400.0,Espresso,3.5
12574,12574,2019-11-13,114,Wed,0,9,1,No,4,Brennan MacCallum (A18),350.0,Cappuccino (L),4.9
12575,12575,2019-11-13,114,Wed,0,13,1,No,1,Law Library (F10),84.0,Mocha (L),5.4
12576,12576,2019-11-13,114,Wed,0,1,1,No,0,Fisher Library (F03),70.0,Ristretto,3.3
12577,12577,2019-11-13,114,Wed,0,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
12578,12578,2019-11-13,114,Wed,0,16,2,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),7.6
12579,12579,2019-11-13,114,Wed,0,1,1,No,4,Brennan MacCallum (A18),350.0,Ristretto,3.3
12580,12580,2019-11-13,114,Wed,0,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
12581,12581,2019-11-13,114,Wed,0,6,1,No,0,Fisher Library (F03),70.0,Flat White (S),4.0
12582,12582,2019-11-13,114,Wed,0,13,1,No,0,Fisher Library (F03),70.0,Mocha (L),5.4
12583,12583,2019-11-13,114,Wed,0,11,1,No,4,Brennan MacCallum (A18),350.0,Chai Latte (L),4.4
12584,12584,2019-11-13,114,Wed,0,3,1,No,2,The Quarter (A16),400.0,Long Black (L),4.0
12585,12585,2019-11-13,114,Wed,0,15,2,No,1,Law Library (F10),84.0,Hot Chocolate (L),9.2
12586,12586,2019-11-13,114,Wed,0,3,1,No,2,The Quarter (A16),400.0,Long Black (L),4.0
12587,12587,2019-11-13,114,Wed,0,7,4,No,0,Fisher Library (F03),70.0,Latte (L),19.6
12588,12588,2019-11-13,114,Wed,0,2,1,No,0,Fisher Library (F03),70.0,Macchiato,3.8
12589,12589,2019-11-13,114,Wed,0,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
12590,12590,2019-11-13,114,Wed,0,15,1,No,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
12591,12591,2019-11-13,114,Wed,0,2,1,No,3,Abercrombie (H70),700.0,Macchiato,3.8
12592,12592,2019-11-13,114,Wed,0,6,1,No,6,Peter Nicol Russell (PNR),950.0,Flat White (S),4.0
12593,12593,2019-11-13,114,Wed,0,15,1,No,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
12594,12594,2019-11-13,114,Wed,0,10,1,No,1,Law Library (F10),84.0,Cappuccino (S),4.0
12595,12595,2019-11-13,114,Wed,0,6,1,No,5,Carslaw (F07),150.0,Flat White (S),4.0
12596,12596,2019-11-13,114,Wed,0,11,1,No,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12597,12597,2019-11-13,114,Wed,0,5,1,No,1,Law Library (F10),84.0,Flat White (L),4.9
12598,12598,2019-11-13,114,Wed,0,6,1,No,1,Law Library (F10),84.0,Flat White (S),4.0
12599,12599,2019-11-13,114,Wed,0,13,1,No,2,The Quarter (A16),400.0,Mocha (L),5.4
12600,12600,2019-11-13,114,Wed,0,7,1,No,3,Abercrombie (H70),700.0,Latte (L),4.9
12601,12601,2019-11-13,114,Wed,0,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
12602,12602,2019-11-13,114,Wed,0,4,2,No,0,Fisher Library (F03),70.0,Long Black (S),7.6
12603,12603,2019-11-13,114,Wed,0,8,2,No,0,Fisher Library (F03),70.0,Latte (S),8.0
12604,12604,2019-11-13,114,Wed,0,0,1,No,1,Law Library (F10),84.0,Espresso,3.5
12605,12605,2019-11-13,114,Wed,0,6,1,No,1,Law Library (F10),84.0,Flat White (S),4.0
12606,12606,2019-11-13,114,Wed,0,4,2,No,3,Abercrombie (H70),700.0,Long Black (S),7.6
12607,12607,2019-11-13,114,Wed,0,9,1,No,4,Brennan MacCallum (A18),350.0,Cappuccino (L),4.9
12608,12608,2019-11-13,114,Wed,0,4,1,No,1,Law Library (F10),84.0,Long Black (S),3.8
12609,12609,2019-11-13,114,Wed,0,13,2,No,1,Law Library (F10),84.0,Mocha (L),10.8
12610,12610,2019-11-13,114,Wed,0,15,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (L),4.6
12611,12611,2019-11-13,114,Wed,0,3,2,No,0,Fisher Library (F03),70.0,Long Black (L),8.0
12612,12612,2019-11-13,114,Wed,0,16,2,No,5,Carslaw (F07),150.0,Hot Chocolate (S),7.6
12613,12613,2019-11-13,114,Wed,0,0,1,No,4,Brennan MacCallum (A18),350.0,Espresso,3.5
12614,12614,2019-11-13,114,Wed,0,9,1,No,2,The Quarter (A16),400.0,Cappuccino (L),4.9
12615,12615,2019-11-13,114,Wed,0,0,2,No,6,Peter Nicol Russell (PNR),950.0,Espresso,7.0
12616,12616,2019-11-13,114,Wed,0,10,1,No,6,Peter Nicol Russell (PNR),950.0,Cappuccino (S),4.0
12617,12617,2019-11-13,114,Wed,0,6,2,No,1,Law Library (F10),84.0,Flat White (S),8.0
12618,12618,2019-11-13,114,Wed,0,10,1,No,5,Carslaw (F07),150.0,Cappuccino (S),4.0
12619,12619,2019-11-13,114,Wed,0,12,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (S),3.6
12620,12620,2019-11-13,114,Wed,0,11,1,No,3,Abercrombie (H70),700.0,Chai Latte (L),4.4
12621,12621,2019-11-13,114,Wed,0,15,4,No,2,The Quarter (A16),400.0,Hot Chocolate (L),18.4
12622,12622,2019-11-13,114,Wed,0,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
12623,12623,2019-11-13,114,Wed,0,8,1,No,0,Fisher Library (F03),70.0,Latte (S),4.0
12624,12624,2019-11-13,114,Wed,0,8,1,No,5,Carslaw (F07),150.0,Latte (S),4.0
12625,12625,2019-11-13,114,Wed,0,5,1,No,2,The Quarter (A16),400.0,Flat White (L),4.9
12626,12626,2019-11-13,114,Wed,0,14,3,No,3,Abercrombie (H70),700.0,Mocha (S),13.5
12627,12627,2019-11-13,114,Wed,0,11,1,No,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12628,12628,2019-11-13,114,Wed,0,12,1,No,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
12629,12629,2019-11-13,114,Wed,1,0,1,No,4,Brennan MacCallum (A18),350.0,Espresso,3.5
12630,12630,2019-11-13,114,Wed,1,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
12631,12631,2019-11-13,114,Wed,1,9,2,No,1,Law Library (F10),84.0,Cappuccino (L),9.8
12632,12632,2019-11-13,114,Wed,1,9,1,No,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
12633,12633,2019-11-13,114,Wed,1,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
12634,12634,2019-11-13,114,Wed,1,8,1,No,1,Law Library (F10),84.0,Latte (S),4.0
12635,12635,2019-11-13,114,Wed,1,11,1,No,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
12636,12636,2019-11-13,114,Wed,1,2,4,No,3,Abercrombie (H70),700.0,Macchiato,15.2
12637,12637,2019-11-13,114,Wed,1,5,1,No,5,Carslaw (F07),150.0,Flat White (L),4.9
12638,12638,2019-11-13,114,Wed,1,10,1,No,1,Law Library (F10),84.0,Cappuccino (S),4.0
12639,12639,2019-11-13,114,Wed,1,15,2,No,1,Law Library (F10),84.0,Hot Chocolate (L),9.2
12640,12640,2019-11-13,114,Wed,1,6,2,No,0,Fisher Library (F03),70.0,Flat White (S),8.0
12641,12641,2019-11-13,114,Wed,1,4,1,No,5,Carslaw (F07),150.0,Long Black (S),3.8
12642,12642,2019-11-13,114,Wed,1,1,1,No,6,Peter Nicol Russell (PNR),950.0,Ristretto,3.3
12643,12643,2019-11-13,114,Wed,1,3,2,No,5,Carslaw (F07),150.0,Long Black (L),8.0
12644,12644,2019-11-13,114,Wed,1,11,1,No,3,Abercrombie (H70),700.0,Chai Latte (L),4.4
12645,12645,2019-11-13,114,Wed,1,3,2,No,6,Peter Nicol Russell (PNR),950.0,Long Black (L),8.0
12646,12646,2019-11-13,114,Wed,1,1,1,No,4,Brennan MacCallum (A18),350.0,Ristretto,3.3
12647,12647,2019-11-13,114,Wed,1,5,1,No,1,Law Library (F10),84.0,Flat White (L),4.9
12648,12648,2019-11-13,114,Wed,1,1,1,No,6,Peter Nicol Russell (PNR),950.0,Ristretto,3.3
12649,12649,2019-11-13,114,Wed,1,1,1,No,0,Fisher Library (F03),70.0,Ristretto,3.3
12650,12650,2019-11-13,114,Wed,1,8,2,No,1,Law Library (F10),84.0,Latte (S),8.0
12651,12651,2019-11-13,114,Wed,1,7,1,No,3,Abercrombie (H70),700.0,Latte (L),4.9
12652,12652,2019-11-13,114,Wed,1,2,1,No,0,Fisher Library (F03),70.0,Macchiato,3.8
12653,12653,2019-11-13,114,Wed,1,2,1,No,4,Brennan MacCallum (A18),350.0,Macchiato,3.8
12654,12654,2019-11-13,114,Wed,1,4,2,No,1,Law Library (F10),84.0,Long Black (S),7.6
12655,12655,2019-11-13,114,Wed,1,13,1,No,5,Carslaw (F07),150.0,Mocha (L),5.4
12656,12656,2019-11-13,114,Wed,1,13,1,No,5,Carslaw (F07),150.0,Mocha (L),5.4
12657,12657,2019-11-13,114,Wed,1,11,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (L),4.4
12658,12658,2019-11-13,114,Wed,1,13,1,No,5,Carslaw (F07),150.0,Mocha (L),5.4
12659,12659,2019-11-13,114,Wed,1,2,1,No,3,Abercrombie (H70),700.0,Macchiato,3.8
12660,12660,2019-11-13,114,Wed,1,15,2,No,1,Law Library (F10),84.0,Hot Chocolate (L),9.2
12661,12661,2019-11-13,114,Wed,1,5,1,No,0,Fisher Library (F03),70.0,Flat White (L),4.9
12662,12662,2019-11-13,114,Wed,1,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
12663,12663,2019-11-13,114,Wed,1,14,1,No,2,The Quarter (A16),400.0,Mocha (S),4.5
12664,12664,2019-11-13,114,Wed,1,13,1,No,5,Carslaw (F07),150.0,Mocha (L),5.4
12665,12665,2019-11-13,114,Wed,1,12,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (S),3.6
12666,12666,2019-11-13,114,Wed,1,1,1,No,3,Abercrombie (H70),700.0,Ristretto,3.3
12667,12667,2019-11-13,114,Wed,1,8,1,No,3,Abercrombie (H70),700.0,Latte (S),4.0
12668,12668,2019-11-13,114,Wed,1,4,1,No,0,Fisher Library (F03),70.0,Long Black (S),3.8
12669,12669,2019-11-13,114,Wed,1,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
12670,12670,2019-11-13,114,Wed,1,11,2,No,1,Law Library (F10),84.0,Chai Latte (L),8.8
12671,12671,2019-11-13,114,Wed,1,8,1,No,0,Fisher Library (F03),70.0,Latte (S),4.0
12672,12672,2019-11-13,114,Wed,1,1,2,No,1,Law Library (F10),84.0,Ristretto,6.6
12673,12673,2019-11-13,114,Wed,1,0,2,No,0,Fisher Library (F03),70.0,Espresso,7.0
12674,12674,2019-11-13,114,Wed,1,13,3,No,1,Law Library (F10),84.0,Mocha (L),16.200000000000003
12675,12675,2019-11-13,114,Wed,1,11,1,No,5,Carslaw (F07),150.0,Chai Latte (L),4.4
12676,12676,2019-11-13,114,Wed,1,8,2,No,4,Brennan MacCallum (A18),350.0,Latte (S),8.0
12677,12677,2019-11-13,114,Wed,1,8,2,No,4,Brennan MacCallum (A18),350.0,Latte (S),8.0
12678,12678,2019-11-13,114,Wed,1,4,2,No,5,Carslaw (F07),150.0,Long Black (S),7.6
12679,12679,2019-11-13,114,Wed,1,5,1,No,5,Carslaw (F07),150.0,Flat White (L),4.9
12680,12680,2019-11-13,114,Wed,1,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
12681,12681,2019-11-13,114,Wed,1,10,1,No,5,Carslaw (F07),150.0,Cappuccino (S),4.0
12682,12682,2019-11-13,114,Wed,1,1,1,No,2,The Quarter (A16),400.0,Ristretto,3.3
12683,12683,2019-11-13,114,Wed,1,9,1,No,2,The Quarter (A16),400.0,Cappuccino (L),4.9
12684,12684,2019-11-13,114,Wed,1,8,1,No,5,Carslaw (F07),150.0,Latte (S),4.0
12685,12685,2019-11-13,114,Wed,1,11,1,No,1,Law Library (F10),84.0,Chai Latte (L),4.4
12686,12686,2019-11-13,114,Wed,1,6,1,No,4,Brennan MacCallum (A18),350.0,Flat White (S),4.0
12687,12687,2019-11-13,114,Wed,1,5,2,No,2,The Quarter (A16),400.0,Flat White (L),9.8
12688,12688,2019-11-13,114,Wed,1,10,1,No,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
12689,12689,2019-11-13,114,Wed,1,3,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (L),4.0
12690,12690,2019-11-13,114,Wed,1,2,1,No,0,Fisher Library (F03),70.0,Macchiato,3.8
12691,12691,2019-11-13,114,Wed,2,12,2,No,3,Abercrombie (H70),700.0,Chai Latte (S),7.2
12692,12692,2019-11-13,114,Wed,2,13,1,No,5,Carslaw (F07),150.0,Mocha (L),5.4
12693,12693,2019-11-13,114,Wed,2,8,1,No,4,Brennan MacCallum (A18),350.0,Latte (S),4.0
12694,12694,2019-11-13,114,Wed,2,12,1,No,1,Law Library (F10),84.0,Chai Latte (S),3.6
12695,12695,2019-11-13,114,Wed,2,10,1,No,4,Brennan MacCallum (A18),350.0,Cappuccino (S),4.0
12696,12696,2019-11-13,114,Wed,2,9,1,No,3,Abercrombie (H70),700.0,Cappuccino (L),4.9
12697,12697,2019-11-13,114,Wed,2,4,1,No,0,Fisher Library (F03),70.0,Long Black (S),3.8
12698,12698,2019-11-13,114,Wed,2,10,1,No,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
12699,12699,2019-11-13,114,Wed,2,5,2,No,3,Abercrombie (H70),700.0,Flat White (L),9.8
12700,12700,2019-11-13,114,Wed,2,16,2,No,1,Law Library (F10),84.0,Hot Chocolate (S),7.6
12701,12701,2019-11-13,114,Wed,2,5,1,No,4,Brennan MacCallum (A18),350.0,Flat White (L),4.9
12702,12702,2019-11-13,114,Wed,2,4,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (S),3.8
12703,12703,2019-11-13,114,Wed,2,12,2,No,5,Carslaw (F07),150.0,Chai Latte (S),7.2
12704,12704,2019-11-13,114,Wed,2,11,1,No,1,Law Library (F10),84.0,Chai Latte (L),4.4
12705,12705,2019-11-13,114,Wed,2,14,1,No,6,Peter Nicol Russell (PNR),950.0,Mocha (S),4.5
12706,12706,2019-11-13,114,Wed,2,5,2,No,4,Brennan MacCallum (A18),350.0,Flat White (L),9.8
12707,12707,2019-11-13,114,Wed,2,2,1,No,0,Fisher Library (F03),70.0,Macchiato,3.8
12708,12708,2019-11-13,114,Wed,2,0,2,No,6,Peter Nicol Russell (PNR),950.0,Espresso,7.0
12709,12709,2019-11-13,114,Wed,2,4,1,No,3,Abercrombie (H70),700.0,Long Black (S),3.8
12710,12710,2019-11-13,114,Wed,2,1,1,No,0,Fisher Library (F03),70.0,Ristretto,3.3
12711,12711,2019-11-13,114,Wed,2,12,1,No,2,The Quarter (A16),400.0,Chai Latte (S),3.6
12712,12712,2019-11-13,114,Wed,2,12,1,No,2,The Quarter (A16),400.0,Chai Latte (S),3.6
12713,12713,2019-11-13,114,Wed,2,8,1,No,2,The Quarter (A16),400.0,Latte (S),4.0
12714,12714,2019-11-13,114,Wed,2,5,2,No,3,Abercrombie (H70),700.0,Flat White (L),9.8
12715,12715,2019-11-13,114,Wed,2,8,1,No,5,Carslaw (F07),150.0,Latte (S),4.0
12716,12716,2019-11-13,114,Wed,2,14,2,No,2,The Quarter (A16),400.0,Mocha (S),9.0
12717,12717,2019-11-13,114,Wed,2,7,2,No,5,Carslaw (F07),150.0,Latte (L),9.8
12718,12718,2019-11-13,114,Wed,2,1,1,No,6,Peter Nicol Russell (PNR),950.0,Ristretto,3.3
12719,12719,2019-11-13,114,Wed,2,15,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
12720,12720,2019-11-13,114,Wed,2,14,2,No,0,Fisher Library (F03),70.0,Mocha (S),9.0
12721,12721,2019-11-13,114,Wed,2,16,1,No,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
12722,12722,2019-11-13,114,Wed,2,4,1,No,1,Law Library (F10),84.0,Long Black (S),3.8
12723,12723,2019-11-13,114,Wed,2,16,3,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),11.399999999999999
12724,12724,2019-11-13,114,Wed,2,6,2,No,5,Carslaw (F07),150.0,Flat White (S),8.0
12725,12725,2019-11-13,114,Wed,2,14,2,No,3,Abercrombie (H70),700.0,Mocha (S),9.0
